2457424.87095 18.024 0.023 5.23 522.0
2457425.86647 17.885 0.028 6.55 613.0
2457427.85967 17.881 0.030 7.23 531.0
2457428.86007 18.023 0.024 5.73 513.0
2457429.85229 18.014 0.026 5.45 570.0
2457431.85199 17.945 0.024 5.31 590.0
2457432.86063 17.969 0.030 6.35 499.0
2457433.85854 18.032 0.029 6.41 478.0
2457434.84802 17.911 0.032 6.59 641.0
2457435.86417 18.034 0.037 7.53 685.0
2457435.88866 18.021 0.033 6.44 603.0
2457436.85964 18.034 0.033 6.63 476.0
2457436.88380 17.951 0.027 5.61 524.0
2457437.84049 18.070 0.023 5.04 425.0
2457437.88953 18.010 0.023 4.84 468.0
2457438.85430 18.082 0.033 6.39 531.0
2457438.88470 18.000 0.029 6.14 491.0
2457439.84874 18.022 0.034 6.23 693.0
2457439.88737 17.995 0.024 4.83 580.0
2457440.84662 18.014 0.027 4.81 781.0
2457440.88530 17.993 0.020 3.61 673.0
2457441.84908 18.000 0.024 4.49 706.0
2457441.88715 18.009 0.023 4.32 648.0
2457442.84306 17.945 0.027 5.05 728.0
2457442.88580 17.971 0.033 6.03 685.0
2457443.85008 18.082 0.036 6.37 643.0
2457444.82763 18.089 0.032 6.15 626.0
2457444.87660 18.017 0.022 4.26 546.0
2457445.82880 17.962 0.029 6.03 613.0
2457445.86350 17.985 0.023 4.65 535.0
2457446.81642 18.049 0.024 4.90 574.0
2457446.84573 17.953 0.019 4.08 525.0
2457446.88563 18.015 0.019 3.70 502.0
2457447.81654 17.941 0.021 4.82 560.0
2457447.85693 18.033 0.020 4.03 490.0
2457447.89512 17.982 0.022 4.43 575.0
2457448.83400 18.111 0.026 5.27 539.0
2457448.87860 18.052 0.019 4.08 455.0
2457449.87936 18.018 0.044 5.02 1990.0
2457451.81746 18.071 0.023 4.81 552.0
2457451.83852 18.104 0.035 5.37 1051.0
2457451.88551 17.975 0.027 4.40 1013.0
2457452.81274 17.988 0.020 4.49 481.0
2457452.85774 17.974 0.016 3.74 400.0
2457452.90402 18.037 0.017 3.36 479.0
2457453.82475 18.063 0.018 4.43 435.0
2457453.87866 18.033 0.017 3.69 413.0
2457454.85030 17.979 0.023 5.15 427.0
2457454.87043 17.972 0.022 5.01 426.0
2457455.78897 17.863 0.034 7.93 460.0
2457455.84386 17.964 0.023 5.53 401.0
2457455.89762 18.000 0.025 5.64 430.0
2457456.80475 18.007 0.030 6.37 527.0
2457456.85284 17.972 0.022 4.80 464.0
2457456.90724 18.052 0.024 4.16 673.0
2457457.81821 17.980 0.025 5.11 571.0
2457457.87433 18.052 0.025 4.92 514.0
2457458.78359 17.943 0.029 6.50 516.0
2457458.82840 17.973 0.023 5.09 464.0
2457458.88304 17.987 0.020 4.68 379.0
2457460.79513 18.038 0.027 5.96 482.0
2457460.85298 18.004 0.020 4.59 438.0
2457460.89814 18.038 0.019 3.91 446.0
2457461.81017 17.972 0.020 4.52 435.0
2457461.86434 18.033 0.018 3.64 410.0
2457462.76634 17.994 0.029 6.12 587.0
2457462.81187 17.993 0.019 4.20 464.0
2457462.87078 18.007 0.018 3.70 410.0
2457463.80080 18.000 0.024 5.56 437.0
2457463.87059 18.018 0.020 4.23 411.0
2457464.81880 17.965 0.023 5.34 524.0
2457465.76607 18.070 0.027 5.65 566.0
2457465.81078 17.940 0.020 4.48 488.0
2457465.86434 18.020 0.020 4.10 481.0
2457465.91019 17.932 0.020 4.43 545.0
2457466.88643 18.016 0.021 4.26 454.0
2457467.79968 18.076 0.027 5.46 566.0
2457467.84582 17.983 0.022 5.10 407.0
2457467.89063 18.030 0.020 4.37 387.0
2457470.76970 17.950 0.034 6.54 709.0
2457470.81662 18.004 0.028 5.38 625.0
2457470.86112 17.977 0.025 5.02 573.0
2457470.91424 18.024 0.030 4.91 873.0
2457471.78287 17.995 0.031 5.91 698.0
2457471.82710 17.961 0.030 5.95 636.0
2457471.88439 17.944 0.024 4.98 587.0
2457472.74799 17.891 0.033 6.68 719.0
2457472.79256 18.057 0.030 5.56 623.0
2457472.83787 17.987 0.027 5.51 572.0
2457472.89377 17.956 0.024 4.94 536.0
2457473.77351 17.962 0.027 5.28 840.0
2457474.74202 18.085 0.047 7.73 777.0
2457474.78200 17.943 0.026 5.59 634.0
2457474.82109 18.057 0.030 5.56 596.0
2457474.85967 17.976 0.024 4.98 582.0
2457474.89834 17.991 0.022 4.59 545.0
2457475.76043 18.047 0.038 6.86 720.0
2457475.80126 17.975 0.034 6.51 665.0
2457475.84127 18.093 0.036 6.32 640.0
2457475.88024 18.066 0.026 4.96 603.0
2457475.91851 18.029 0.034 4.93 1277.0
2457476.76217 18.012 0.035 4.92 1659.0
2457476.84057 17.982 0.023 4.55 657.0
2457479.81167 17.938 0.027 5.40 679.0
2457479.82564 17.969 0.025 5.26 517.0
2457479.83956 17.953 0.028 5.29 748.0
2457480.77598 17.870 0.031 7.26 465.0
2457480.80569 18.020 0.036 7.33 483.0
2457480.83080 17.909 0.030 6.93 490.0
2457480.85213 17.929 0.034 7.45 485.0
2457480.87230 17.999 0.032 6.62 496.0
2457480.88634 17.996 0.028 5.98 483.0
2457480.90163 17.957 0.023 5.04 481.0
2457480.91646 17.991 0.029 5.96 546.0
2457484.72317 18.020 0.032 7.24 434.0
2457484.73888 18.035 0.033 7.02 426.0
2457484.75284 18.012 0.032 6.97 427.0
2457484.76674 18.007 0.024 5.47 409.0
2457484.78069 17.980 0.026 6.21 407.0
2457484.80024 17.983 0.029 6.60 427.0
2457484.81423 17.991 0.022 5.09 416.0
2457484.82824 17.966 0.028 6.55 422.0
2457484.84224 17.978 0.025 5.83 413.0
2457484.85632 18.020 0.024 5.37 409.0
2457484.88043 17.956 0.026 5.97 415.0
2457484.89468 17.947 0.023 5.61 416.0
2457484.91083 17.998 0.020 4.45 420.0
2457484.92499 18.063 0.032 4.95 967.0
2457485.72502 17.904 0.033 8.13 409.0
2457485.74477 18.050 0.029 6.24 400.0
2457485.75875 18.060 0.031 6.68 390.0
2457485.77279 17.982 0.025 5.72 378.0
2457485.78680 18.013 0.023 5.14 373.0
2457485.80072 17.937 0.023 5.39 378.0
2457485.81471 17.969 0.022 5.30 374.0
2457485.83532 17.967 0.020 4.86 392.0
2457485.84944 17.939 0.024 5.98 397.0
2457485.86368 17.961 0.022 5.31 397.0
2457485.87839 17.980 0.019 4.68 373.0
2457485.89351 18.007 0.020 4.64 381.0
2457485.90779 18.001 0.020 4.44 392.0
2457485.92226 17.916 0.022 4.45 643.0
2457486.71706 17.986 0.035 7.53 488.0
2457486.73725 17.964 0.034 7.33 469.0
2457486.75117 17.972 0.031 7.05 446.0
2457486.76516 18.016 0.026 5.67 444.0
2457486.77922 18.069 0.027 5.66 432.0
2457486.79312 18.047 0.029 6.17 420.0
2457486.80709 17.988 0.030 6.64 418.0
2457486.82147 18.028 0.030 6.54 425.0
2457486.83547 17.964 0.025 5.69 418.0
2457486.84975 17.983 0.024 5.56 419.0
2457486.87404 17.959 0.027 6.26 432.0
2457486.88834 18.021 0.026 5.66 440.0
2457486.90465 17.989 0.029 6.21 456.0
2457486.91926 17.990 0.029 5.92 526.0
2457487.71396 17.958 0.029 6.61 497.0
2457487.72814 17.942 0.027 6.60 469.0
2457487.74219 17.917 0.024 5.90 450.0
2457487.75887 18.024 0.027 5.82 457.0
2457487.77291 18.021 0.025 5.50 457.0
2457487.78908 17.952 0.022 5.24 459.0
2457487.80437 18.039 0.023 5.04 462.0
2457487.81839 18.001 0.029 6.36 477.0
2457487.84467 17.968 0.025 5.84 459.0
2457487.85894 18.004 0.024 5.53 462.0
2457487.87312 17.956 0.022 5.16 450.0
